oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
24EA40,renamed,2017-09-08T02:05:22.000Z,Systeme Helmholz GmbH,Helmholz GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
28285D,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
2C4D79,renamed,2017-09-08T02:05:22.000Z,GoerTek Inc.,"Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
2C9AA4,renamed,2017-09-08T02:05:22.000Z,NGI SpA,Eolo SpA,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
2CAB25,renamed,2017-09-08T02:05:22.000Z,"Shenzhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
2CFAA2,renamed,2017-09-08T02:05:22.000Z,Alcatel-Lucent,Alcatel-Lucent Enterprise,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
347877,recased,2017-09-08T02:05:22.000Z,O-NET Communications(Shenzhen) Limited,O-Net Communications (Shenzhen) Limited,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
34E70B,renamed,2017-09-08T02:05:22.000Z,"Beijing HAN Networks Co., Ltd","HAN Networks Co., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
38E595,renamed,2017-09-08T02:05:22.000Z,"Shenzhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
3C18A0,renamed,2017-09-08T02:05:22.000Z,"Luxshare Precision Industry Co.,Ltd.",Luxshare Precision Industry Company Limited,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
3CEF8C,recased,2017-09-08T02:05:22.000Z,"ZHEJIANG DAHUA TECHNOLOGY CO.,LTD.","Zhejiang Dahua Technology Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
401B5F,renamed,2017-09-08T02:05:22.000Z,"Weifang GoerTek Electronics Co., Ltd.","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
404A03,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
408BF6,recased,2017-09-08T02:05:22.000Z,Shenzhen TCL New Technology Co; Ltd.,"Shenzhen TCL New Technology Co., Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
480C49,renamed,2017-09-08T02:05:22.000Z,"NAKAYO TELECOMMUNICATIONS,INC",NAKAYO Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
4857DD,renamed,2017-09-08T02:05:22.000Z,Facebook,Facebook Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
4C11BF,recased,2017-09-08T02:05:22.000Z,"ZHEJIANG DAHUA TECHNOLOGY CO.,LTD.","Zhejiang Dahua Technology Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
4C82CF,renamed,2017-09-08T02:05:22.000Z,Echostar Technologies,Echostar Technologies Corp,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
4C9EFF,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
506787,renamed,2017-09-08T02:05:22.000Z,iTellus,Planet Networks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5067F0,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
50C9A0,renamed,2017-09-08T02:05:22.000Z,SKIPPER Electronics AS,SKIPPER AS,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
588BF3,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5C0E8B,renamed,2017-09-08T02:05:22.000Z,Zebra Technologies Inc,Extreme Networks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5C2BF5,renamed,2017-09-08T02:05:22.000Z,Vivint,Vivint Wireless Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5C6B4F,renamed,2017-09-08T02:05:22.000Z,Private,Hello Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5CF4AB,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
5CFF35,renamed,2017-09-08T02:05:22.000Z,Wistron Neweb Corporation,Wistron Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
601283,renamed,2017-09-08T02:05:22.000Z,Soluciones Tecnologicas para la Salud y el Bienestar SA,TSB REAL TIME LOCATION SYSTEMS S.L.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
602103,renamed,2017-09-08T02:05:22.000Z,STCUBE.INC,"I4VINE, INC",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
603197,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
60C798,renamed,2017-09-08T02:05:22.000Z,"Verifone, Inc.",Verifone,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
647C34,renamed,2017-09-08T02:05:22.000Z,Ubee Interactive Corp.,"Ubee Interactive Co., Limited",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
681FD8,renamed,2017-09-08T02:05:22.000Z,Advanced Telemetry,"Siemens Industry, Inc.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
6854ED,renamed,2017-09-08T02:05:22.000Z,Alcatel-Lucent - Nuage,Alcatel-Lucent,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
68A40E,renamed,2017-09-08T02:05:22.000Z,BSH Bosch and Siemens Home Appliances GmbH,BSH Hausgeräte GmbH,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
6C38A1,renamed,2017-09-08T02:05:22.000Z,Ubee Interactive Corp.,"Ubee Interactive Co., Limited",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
6C7660,recased,2017-09-08T02:05:22.000Z,KYOCERA Corporation,KYOCERA CORPORATION,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
705812,renamed,2017-09-08T02:05:22.000Z,Panasonic AVC Networks Company,Panasonic Corporation AVC Networks Company,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
740ABC,renamed,2017-09-08T02:05:22.000Z,JSJS Designs (Europe) Limited,LightwaveRF Technology Ltd,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
7467F7,renamed,2017-09-08T02:05:22.000Z,Zebra Technologoes,Extreme Networks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
749CE3,renamed,2017-09-08T02:05:22.000Z,Art2Wave Canada Inc.,"KodaCloud Canada, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
74D0DC,recased,2017-09-08T02:05:22.000Z,ERICSSON AB,Ericsson AB,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
78617C,recased,2017-09-08T02:05:22.000Z,"MITSUMI ELECTRIC CO.,LTD","MITSUMI ELECTRIC CO.,LTD.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
78FC14,renamed,2017-09-08T02:05:22.000Z,B Communications Pty Ltd,Family Zone Cyber Safety Ltd,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
7CC95A,renamed,2017-09-08T02:05:22.000Z,EMC,Dell EMC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
800010,renamed,2017-09-08T02:05:22.000Z,ATT BELL LABORATORIES,AT&T,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
80739F,recased,2017-09-08T02:05:22.000Z,KYOCERA Corporation,KYOCERA CORPORATION,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
841766,renamed,2017-09-08T02:05:22.000Z,"Weifang GoerTek Electronics Co., Ltd","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
84253F,recased,2017-09-08T02:05:22.000Z,"Silex Technology, Inc","silex technology, Inc.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
8809AF,renamed,2017-09-08T02:05:22.000Z,Masimo Corp.,Masimo Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
881544,renamed,2017-09-08T02:05:22.000Z,"Meraki, Inc.",Cisco Meraki,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
88C626,renamed,2017-09-08T02:05:22.000Z,Logitech - Ultimate Ears,"Logitech, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
8C3C4A,renamed,2017-09-08T02:05:22.000Z,"NAKAYO TELECOMMUNICATIONS,INC",NAKAYO Inc,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
8CD2E9,renamed,2017-09-08T02:05:22.000Z,NIPPON SMT Co.Ltｄ,"YOKOTE SEIKO CO., LTD.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
9002A9,recased,2017-09-08T02:05:22.000Z,"ZHEJIANG DAHUA TECHNOLOGY CO.,LTD","Zhejiang Dahua Technology Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
90EF68,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
948FEE,renamed,2017-09-08T02:05:22.000Z,"Hughes Telematics, Inc.",Verizon Telematics,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
94FBB2,renamed,2017-09-08T02:05:22.000Z,"Shenzhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
98F5A9,renamed,2017-09-08T02:05:22.000Z,"OHSUNG ELECTRONICS CO.,LTD.",OHSUNG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A0E4CB,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A41566,renamed,2017-09-08T02:05:22.000Z,"Wei Fang Goertek Electronics Co.,Ltd","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A45385,renamed,2017-09-08T02:05:22.000Z,"Weifang GoerTek Electronics Co., Ltd.","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A46011,renamed,2017-09-08T02:05:22.000Z,VeriFone Inc.,Verifone,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A49B13,renamed,2017-09-08T02:05:22.000Z,"Burroughs Payment Systems, Inc.",Digital Check,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A4EE57,recased,2017-09-08T02:05:22.000Z,SEIKO EPSON CORPORATION,Seiko Epson Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A830AD,renamed,2017-09-08T02:05:22.000Z,"Wei Fang Goertek Electronics Co.,Ltd","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
A8D3C8,renamed,2017-09-08T02:05:22.000Z,Wachendorff Elektronik  GmbH & Co. KG,Topcon Electronics GmbH & Co. KG,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
AC1826,recased,2017-09-08T02:05:22.000Z,SEIKO EPSON CORPORATION,Seiko Epson Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
AC6E1A,renamed,2017-09-08T02:05:22.000Z,"Shenzhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
ACD657,recased,2017-09-08T02:05:22.000Z,"Shaanxi Guolian Digital TV Technology Co., Ltd.","Shaanxi GuoLian Digital TV Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
ACFD93,renamed,2017-09-08T02:05:22.000Z,"Weifang GoerTek Electronics Co., Ltd.","Weifang GoerTek Technology Co.,Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
B0B2DC,recased,2017-09-08T02:05:22.000Z,ZyXEL Communications Corporation,Zyxel Communications Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
B0E892,recased,2017-09-08T02:05:22.000Z,SEIKO EPSON CORPORATION,Seiko Epson Corporation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
B4417A,renamed,2017-09-08T02:05:22.000Z,"ShenZhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
B4C799,renamed,2017-09-08T02:05:22.000Z,Zebra Technologies Inc,Extreme Networks,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
B877C3,renamed,2017-09-08T02:05:22.000Z,"Decagon Devices, Inc.",METER Group,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
BC9680,renamed,2017-09-08T02:05:22.000Z,"Shenzhen Gongjin Electronics Co.,Ltd","SHENZHEN GONGJIN ELECTRONICS CO.,LT",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
BCC342,renamed,2017-09-08T02:05:22.000Z,"Panasonic System Networks Co., Ltd.","Panasonic Communications Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
C03D46,renamed,2017-09-08T02:05:22.000Z,"Shanghai Mochui Network Technology Co., Ltd","Shanghai Sango Network Technology Co.,Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
C0E54E,renamed,2017-09-08T02:05:22.000Z,DENX Computer Systems GmbH,ARIES Embedded GmbH,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
C421C8,recased,2017-09-08T02:05:22.000Z,KYOCERA Corporation,KYOCERA CORPORATION,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
C4EEF5,renamed,2017-09-08T02:05:22.000Z,"Oclaro, Inc.",II-VI Incorporated,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20170908020522id_/https://standards-oui.ieee.org/oui/oui.csv
